title,videourl,hoteltype,address,contact,webpage,email,workinghours,workingdays,places,municipality,owner,programm,services,activities,foodplace,spa,others,president,stars,roomsnumber,placenums,checkin,checkout,price,priceseason,manager,director,tags
"სანაპირო / Sanapiro",,სასტუმრო,"თამარის დასახლება  №1 / Tamara settlement №1","(0422) 25 50 50 / 593 35 96 98 / 599 18 22 81 ",," htlsanapiro@gmail.com / hotelsanapiro@marigroup.ge / www.marigroup.ge",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე",ბილიარდი,"რესტორანი,ბარი","დახურული აუზი,სპა,საუნა,მასაჟი,სოლარიუმი","კერძო პლიაჟი,ზღვასთან ახლოს,საკონფერენციო დარბაზი",,3,86,120,,,"ერთადგილიანი - 110 ლარი,  ორადგილიანი - 150-180 ლარი","ივნისი: ერთადგილიანი - 120 ლარი, ორადგილიანი - 160 ლარი, / ივლისი: ერთადგილიანი - 130 ლარი, ორადგილიანი -180 ლარი /  აგვისტო- ერთადგილიანი-140 ლარი, ორ ადგილიანი-190 ლარი","თინა მამინაიშვილი",,
"სტარ / Star",,სასტუმრო,"პუშკინის ქ. №134 / Pushkini st.№134","(0422) 27 08 72 / 571 15 23 12",,"starhotel@mail.ru / www.starhotel.ge",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე",,ბარი,,,,2,18,32,,,"ერთადგილიანი 60-70 ლარი, ორადგილიანი: 80-100 ლარი","ერთადგილიანი - 100 ლარი, ორადგილიანი - 120-150 ლარი","რომან ფარტენაძე",,
"სარფ / Surf",,ჰოსტელი,"მელაშვილის ქ. № 33/35 / Melashvili st.№ 33/35"," 599 70 92 03 / 571 01 26 28 / 599 10 40 94 / 599 70 92 03 / 571 01 26 28 ",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,შინაური ცხოველები დაშვებულია,ნომერი შეზღუდული შესაძლებლობის პირისთვის",,,"დახურული აუზი",,,,8,25,,,"1 ადამიანი 25 ლარი","1 ადამიანი 25 ლარი","ანატოლი / ანია ",,
"სომბრერო / Sombrero",,სასტუმრო,"ფარნავაზ მეფის ქ.  №124 / Pharnavaz Mephe st. №124","555 57 40 62 / 555 57 40 62",,,,,,,,,"Wi-Fi,პარკინგი,საუზმე",,,,,,,7,18,,,"ერთ/ორადგილიანი - 50-60 ლარი","ერთ/ორადგილიანი - 80-100 ლარი","ნოდარი დიასამიძე",,
"სითი / City",,სასტუმრო,"გორგასალის ქ. №159 / Gorgasali st. №159","555 20 20 35",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,ტრანსფერი,ექსკურსიები",,,,,,,14,,,,,,,,
"ფემილი / Family",,სასტუმრო,"ბარათაშვილის ქ.  №1 Baratashvili st.  №1","(0422) 27 83 77 / 577 74 33 04 / 577 74 33 04",,hotelfamily-07@gmail.com,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,საუზმე",,,,,,2,7,16,,,"ერთადგილიანი - 50-100 ლარი,  ორადგილიანი: 70-120 ლარი","ერთადგილიანი -150-170 ლარი, ორადგილიანი -160-190 ლარი","ნათია წულუკიძე",,
"მადონა გურიელიძე / Madona Gurielidze",,"საოჯახო სახლი","მახინჯაური,  ჯინჭარაძის ქუჩა / Makhinjauri, Jincharadze street","555409336  /  254455",,,,,,,,,"Wi-Fi,პარკინგი,საუზმე,შინაური ცხოველები დაშვებულია,ტრანსფერი",,,,,,3,2,5,,,,,,"მადონა გურიელიძე ",
"ლუნა/ LUNA",,სასტუმრო,"ზუბალაშვილის N4 / Zubalashvili N4","0422 27 72 77",,,,,,,,,"Wi-Fi,პარკინგი,შინაური ცხოველები დაშვებულია",,,,,,2,8,17,,,"ერთ ადგილიანი 30 ლარი/ ორადგილიანი 50 ლარი","ორადგილიანი 50 ლარი ",,"ლევანი 593650504","#wifi , #parking "
"ირაკლი / Irakli",,"საოჯახო სახლი","მახინჯაური, თბილისის პირველი შესახვევი სახლი პირველი /  Makhinjauri, Tbilisi CDS, first house","599 55 27 48  /  577 14 13 28",,,,,,,,,"Wi-Fi,პარკინგი,საუზმე,შინაური ცხოველები დაშვებულია,ტრანსფერი",,,,,,4,6,28,,,40,40,"თამუნა  -  577 14 13 28",,
"ლეო / Leo",,სასტუმრო,"აღმაშენებლის ქ N13ა / Agmashenebeli str. N13a","0422 24 79 22 /  593 99 02 01 / 599 56 65 79",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი",,,,,,2,5,10,,,"ორადგილიანი 50 ლარი","ერთადგილიანი 50 ლარი / ორადგილიანი 80-90 ლარი","ნაზი სურმანიძე",,"#creditcard , #wifi , #parking"
"მარინსკი / Marinski",,აპარტამენტი,"მ. აბაშიძის N50 / M. Abashidze N50","595 13 10 23",,"www.marinski.ge / marinsky.ge@gmail.com",,,,,,,,,,,,,,9,30,,,,"65 დოლარიდან -95 დოლარამდე","ნინო ",,
"გიორგი / Giorgi",,"საოჯახო სახლი","ლერმონტოვის  ქ.  №30 / Lermontovi st.  №30","593 48 04 80",,,,,,,,,,,,,,,,,,,,,,,,
"როიალი / Royal",,სასტუმრო,"აეროპორტის გზატკეცილი N150","+995 568 879444 / +995 593 656376",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე,ველო გაქირავება,ექსკურსიები",,"რესტორანი,კაფე",,,,,19,,,,,100-120ლ,,,
